latitude,cell_hash,method,feature,n_exploratory_periods,scope,algorithm,ratio,kmeans_threads,segment,level,n_cases,error_numerator,true_signal,cost_ratio_mean,wmape,family,color,line_style,marker,selected
30,4ba04a2546e1f79d,F1 m=1 r=50%,F1,1,S2,kmeans,0.5,4,all,building,10,213407.94142498632,4849124.1756236907,0.52628573379335308,0.044009584761260101,SF,#F58518,solid,circle,False
30,2ce57ccc3fc59a00,F3 m=2 r=1%,F3,2,S2,kmeans,0.01,4,all,building,10,704391.33360699017,4849124.1756236907,0.11578502785329306,0.14526155818981309,MF+SF,#54A24B,dashed,square,False
30,a9d08fba3f83d52e,F3 m=2 r=2%,F3,2,S2,kmeans,0.02,4,all,building,10,547983.45759643905,4849124.1756236907,0.1239432083367995,0.11300668692938923,MF+SF,#54A24B,dashed,square,False
30,e4f15065e9975e62,F3 m=2 r=5%,F3,2,S2,kmeans,0.050000000000000003,4,all,building,10,362157.91347476444,4849124.1756236907,0.14998204137609747,0.074685221569559826,MF+SF,#54A24B,dashed,square,False
30,c81cf943f00a3372,F3 m=2 r=10%,F3,2,S2,kmeans,0.10000000000000001,4,all,building,10,260393.40565838059,4849124.1756236907,0.19472278254557146,0.053699059093467942,MF+SF,#54A24B,dashed,square,False
30,a6760b0100b1ffc9,F3 m=2 r=20%,F3,2,S2,kmeans,0.20000000000000001,4,all,building,10,169366.51117217657,4849124.1756236907,0.28428266736959457,0.034927237381045778,MF+SF,#54A24B,dashed,square,False
30,0308f3ae65f79480,F3 m=2 r=35%,F3,2,S2,kmeans,0.34999999999999998,4,all,building,10,99802.820056014927,4849124.1756236907,0.4183505838464493,0.020581617719281929,MF+SF,#54A24B,dashed,square,False
30,c9d93e5f19d85b38,F3 m=2 r=50%,F3,2,S2,kmeans,0.5,4,all,building,10,58036.017274265083,4849124.1756236907,0.55260319302705563,0.011968350401503285,MF+SF,#54A24B,dashed,square,False
30,5d7141ec86d67657,F1 m=2 r=1%,F1,2,S2,kmeans,0.01,4,all,building,10,618794.58683128236,4849124.1756236907,0.11578502785329306,0.12760955678180658,SF,#54A24B,solid,circle,False
30,b2fef391172656c1,F1 m=2 r=2%,F1,2,S2,kmeans,0.02,4,all,building,10,475475.10488035792,4849124.1756236907,0.1239432083367995,0.098053810886210735,SF,#54A24B,solid,circle,False
30,96a6ae5dfa507555,F1 m=2 r=5%,F1,2,S2,kmeans,0.050000000000000003,4,all,building,10,336264.12221210066,4849124.1756236907,0.14998204137609747,0.069345331246100872,SF,#54A24B,solid,circle,False
30,7d1bf613519e8cb1,F1 m=2 r=10%,F1,2,S2,kmeans,0.10000000000000001,4,all,building,10,252271.92007066554,4849124.1756236907,0.19472278254557146,0.052024223536865505,SF,#54A24B,solid,circle,False
30,528e26e84cee2430,F1 m=2 r=20%,F1,2,S2,kmeans,0.20000000000000001,4,all,building,10,172257.52076674247,4849124.1756236907,0.28428266736959457,0.035523429495304036,SF,#54A24B,solid,circle,False
30,d8cc553777aeb66e,F1 m=2 r=35%,F1,2,S2,kmeans,0.34999999999999998,4,all,building,10,108332.86450395484,4849124.1756236907,0.4183505838464493,0.022340707430949867,SF,#54A24B,solid,circle,False
30,38266c7b3de97021,F1 m=2 r=50%,F1,2,S2,kmeans,0.5,4,all,building,10,68341.536006600771,4849124.1756236907,0.55260319302705563,0.014093583404225925,SF,#54A24B,solid,circle,False
30,6edbb8097bc77054,F3 m=3 r=1%,F3,3,S2,kmeans,0.01,4,all,building,10,629119.75268731464,4849124.1756236907,0.16779767327368758,0.12973884146953149,MF+SF,#B279A2,dashed,square,False
30,cb391d3977990c10,F3 m=3 r=2%,F3,3,S2,kmeans,0.02,4,all,building,10,483224.94602889888,4849124.1756236907,0.17547596078757602,0.099652004883283241,MF+SF,#B279A2,dashed,square,False
30,41a0c11fb367a663,F3 m=3 r=5%,F3,3,S2,kmeans,0.050000000000000003,4,all,building,10,312327.90635444812,4849124.1756236907,0.1999830977657388,0.064409137617985779,MF+SF,#B279A2,dashed,square,False
30,8dc245111c8c0751,F3 m=3 r=10%,F3,3,S2,kmeans,0.10000000000000001,4,all,building,10,218831.89901255522,4849124.1756236907,0.24209203063112605,0.045128128521148711,MF+SF,#B279A2,dashed,square,False
30,bea9a221692984be,F3 m=3 r=20%,F3,3,S2,kmeans,0.20000000000000001,4,all,building,10,137202.07830757377,4849124.1756236907,0.32638368693608905,0.028294197743436205,MF+SF,#B279A2,dashed,square,False
30,b2822fa3c084ca0c,F3 m=3 r=35%,F3,3,S2,kmeans,0.34999999999999998,4,all,building,10,76617.187195696839,4849124.1756236907,0.45256525538489339,0.015800211423920154,MF+SF,#B279A2,dashed,square,False
30,7a575b5bdbd82d08,F3 m=3 r=50%,F3,3,S2,kmeans,0.5,4,all,building,10,42386.684304637987,4849124.1756236907,0.57892065226075817,0.008741101025565353,MF+SF,#B279A2,dashed,square,False
30,c1795dfd90543d9f,F1 m=3 r=1%,F1,3,S2,kmeans,0.01,4,all,building,10,526199.29544291738,4849124.1756236907,0.16779767327368758,0.10851429585740358,SF,#B279A2,solid,circle,False
30,0dfbc6fb684fecfc,F1 m=3 r=2%,F1,3,S2,kmeans,0.02,4,all,building,10,397208.44403560599,4849124.1756236907,0.17547596078757602,0.081913440375965901,SF,#B279A2,solid,circle,False
30,d8cd672cd8470116,F1 m=3 r=5%,F1,3,S2,kmeans,0.050000000000000003,4,all,building,10,269047.20234670147,4849124.1756236907,0.1999830977657388,0.055483669339545592,SF,#B279A2,solid,circle,False
30,c5565005198482df,F1 m=3 r=10%,F1,3,S2,kmeans,0.10000000000000001,4,all,building,10,193463.12203940016,4849124.1756236907,0.24209203063112605,0.039896508118296863,SF,#B279A2,solid,circle,False
30,9473b128e73baa7f,F1 m=3 r=20%,F1,3,S2,kmeans,0.20000000000000001,4,all,building,10,123128.74165751989,4849124.1756236907,0.32638368693608905,0.025391954752671014,SF,#B279A2,solid,circle,True
30,17e14e38b27d877e,F1 m=3 r=35%,F1,3,S2,kmeans,0.34999999999999998,4,all,building,10,69749.45992558531,4849124.1756236907,0.45256525538489339,0.014383929427134991,SF,#B279A2,solid,circle,False
30,5efbca017834c43c,F1 m=3 r=50%,F1,3,S2,kmeans,0.5,4,all,building,10,39214.385964688212,4849124.1756236907,0.57892065226075817,0.0080869007565978635,SF,#B279A2,solid,circle,False
45,6cd52c9bc8413fd0,F2 m=0 r=1%,F2,0,S2,kmeans,0.01,4,all,building,10,939919.33790958975,3739372.3803450284,0.011759737012504018,0.25135751198517015,MF,#4C78A8,solid,circle,False
45,c84bdea16f32f98f,F2 m=0 r=2%,F2,0,S2,kmeans,0.02,4,all,building,10,785298.24856284889,3739372.3803450284,0.020877703435246517,0.2100080357576985,MF,#4C78A8,solid,circle,False
45,92509a4487fb049e,F2 m=0 r=5%,F2,0,S2,kmeans,0.050000000000000003,4,all,building,10,605239.11212496669,3739372.3803450284,0.04997992859681482,0.16185580107138778,MF,#4C78A8,solid,circle,False
45,84910c2b0412848d,F2 m=0 r=10%,F2,0,S2,kmeans,0.10000000000000001,4,all,building,10,494617.08151218185,3739372.3803450284,0.099984286374462231,0.13227275360753024,MF,#4C78A8,solid,circle,False
45,031f112e5c4cf361,F2 m=0 r=20%,F2,0,S2,kmeans,0.20000000000000001,4,all,building,10,382243.23986986146,3739372.3803450284,0.20008062823660575,0.10222122885621576,MF,#4C78A8,solid,circle,False
45,3707057ec933dfea,F2 m=0 r=35%,F2,0,S2,kmeans,0.34999999999999998,4,all,building,10,282701.76579812868,3739372.3803450284,0.34992124076956094,0.075601394309930708,MF,#4C78A8,solid,circle,False
45,4acb6086578a45d2,F2 m=0 r=50%,F2,0,S2,kmeans,0.5,4,all,building,10,219911.129473476,3739372.3803450284,0.49996827455965037,0.058809636245209955,MF,#4C78A8,solid,circle,False
45,910b849b9f88b2ce,F3 m=1 r=1%,F3,1,S2,kmeans,0.01,4,all,building,10,673694.1650172777,3739372.3803450284,0.063772382432898539,0.18016236322393667,MF+SF,#F58518,dashed,square,False
45,eb7cf93e607fec24,F3 m=1 r=2%,F3,1,S2,kmeans,0.02,4,all,building,10,523877.00925610703,3739372.3803450284,0.072410455886023017,0.14009757680452498,MF+SF,#F58518,dashed,square,False
45,2ee080f94d11e0eb,F3 m=1 r=5%,F3,1,S2,kmeans,0.050000000000000003,4,all,building,10,360356.86001518898,3739372.3803450284,0.099980984986456148,0.096368273432543033,MF+SF,#F58518,dashed,square,False
45,1409585c91dc73a1,F3 m=1 r=10%,F3,1,S2,kmeans,0.10000000000000001,4,all,building,10,267206.73019321938,3739372.3803450284,0.14735353446001684,0.07145764128700241,MF+SF,#F58518,dashed,square,False
45,b24801b3365fed68,F3 m=1 r=20%,F3,1,S2,kmeans,0.20000000000000001,4,all,building,10,180926.15653208955,3739372.3803450284,0.24218164780310017,0.048384097150387481,MF+SF,#F58518,dashed,square,False
45,785553f0c30b5763,F3 m=1 r=35%,F3,1,S2,kmeans,0.34999999999999998,4,all,building,10,109294.68299252163,3739372.3803450284,0.38413591230800509,0.029228082115330036,MF+SF,#F58518,dashed,square,False
45,188dc42bd4bc80fd,F3 m=1 r=50%,F3,1,S2,kmeans,0.5,4,all,building,10,65257.227647756423,3739372.3803450284,0.52628573379335308,0.017451385155103274,MF+SF,#F58518,dashed,square,False
45,ecd7558669a1757f,F1 m=1 r=1%,F1,1,S2,kmeans,0.01,4,all,building,10,650646.91646843008,3739372.3803450284,0.063772382432898539,0.17399896300469425,SF,#F58518,solid,circle,False
45,6574c7bb9c60262a,F1 m=1 r=2%,F1,1,S2,kmeans,0.02,4,all,building,10,522060.92827074457,3739372.3803450284,0.072410455886023017,0.13961191215264165,SF,#F58518,solid,circle,False
45,a1a13488340e570a,F1 m=1 r=5%,F1,1,S2,kmeans,0.050000000000000003,4,all,building,10,398475.34507389454,3739372.3803450284,0.099980984986456148,0.10656209238972011,SF,#F58518,solid,circle,False
45,a23e34b2f9a36a6e,F1 m=1 r=10%,F1,1,S2,kmeans,0.10000000000000001,4,all,building,10,319812.96742698492,3739372.3803450284,0.14735353446001684,0.085525840942718867,SF,#F58518,solid,circle,False
45,a1c635bdc08218d7,F1 m=1 r=20%,F1,1,S2,kmeans,0.20000000000000001,4,all,building,10,237506.03001948647,3739372.3803450284,0.24218164780310017,0.063514944718496322,SF,#F58518,solid,circle,False
45,048c516146700bb1,F1 m=1 r=35%,F1,1,S2,kmeans,0.34999999999999998,4,all,building,10,164959.10530752176,3739372.3803450284,0.38413591230800509,0.044114115559761698,SF,#F58518,solid,circle,False
45,4ba04a2546e1f79d,F1 m=1 r=50%,F1,1,S2,kmeans,0.5,4,all,building,10,123944.14841801664,3739372.3803450284,0.52628573379335308,0.033145708908129776,SF,#F58518,solid,circle,False
45,2ce57ccc3fc59a00,F3 m=2 r=1%,F3,2,S2,kmeans,0.01,4,all,building,10,632833.32988842949,3739372.3803450284,0.11578502785329306,0.16923517251577885,MF+SF,#54A24B,dashed,square,False
45,a9d08fba3f83d52e,F3 m=2 r=2%,F3,2,S2,kmeans,0.02,4,all,building,10,489999.10844375513,3739372.3803450284,0.1239432083367995,0.13103779420827388,MF+SF,#54A24B,dashed,square,False
45,e4f15065e9975e62,F3 m=2 r=5%,F3,2,S2,kmeans,0.050000000000000003,4,all,building,10,326549.78147734102,3739372.3803450284,0.14998204137609747,0.087327430451633853,MF+SF,#54A24B,dashed,square,False
45,c81cf943f00a3372,F3 m=2 r=10%,F3,2,S2,kmeans,0.10000000000000001,4,all,building,10,234559.75027540213,3739372.3803450284,0.19472278254557146,0.062727037164926461,MF+SF,#54A24B,dashed,square,False
45,a6760b0100b1ffc9,F3 m=2 r=20%,F3,2,S2,kmeans,0.20000000000000001,4,all,building,10,153189.90827150719,3739372.3803450284,0.28428266736959457,0.040966743263310006,MF+SF,#54A24B,dashed,square,False
45,0308f3ae65f79480,F3 m=2 r=35%,F3,2,S2,kmeans,0.34999999999999998,4,all,building,10,90027.405029038331,3739372.3803450284,0.4183505838464493,0.024075538853055224,MF+SF,#54A24B,dashed,square,False
45,c9d93e5f19d85b38,F3 m=2 r=50%,F3,2,S2,kmeans,0.5,4,all,building,10,52159.92772532058,3739372.3803450284,0.55260319302705563,0.01394884553340682,MF+SF,#54A24B,dashed,square,False
45,5d7141ec86d67657,F1 m=2 r=1%,F1,2,S2,kmeans,0.01,4,all,building,10,549556.65359186032,3739372.3803450284,0.11578502785329306,0.14696494429933005,SF,#54A24B,solid,circle,False
45,b2fef391172656c1,F1 m=2 r=2%,F1,2,S2,kmeans,0.02,4,all,building,10,425251.41821711912,3739372.3803450284,0.1239432083367995,0.11372267187197911,SF,#54A24B,solid,circle,False
45,96a6ae5dfa507555,F1 m=2 r=5%,F1,2,S2,kmeans,0.050000000000000003,4,all,building,10,301516.68159085,3739372.3803450284,0.14998204137609747,0.080632964819360761,SF,#54A24B,solid,circle,False
45,7d1bf613519e8cb1,F1 m=2 r=10%,F1,2,S2,kmeans,0.10000000000000001,4,all,building,10,226607.20502282909,3739372.3803450284,0.19472278254557146,0.060600331278566129,SF,#54A24B,solid,circle,False
45,528e26e84cee2430,F1 m=2 r=20%,F1,2,S2,kmeans,0.20000000000000001,4,all,building,10,154163.93657152829,3739372.3803450284,0.28428266736959457,0.041227222349356857,SF,#54A24B,solid,circle,False
45,d8cc553777aeb66e,F1 m=2 r=35%,F1,2,S2,kmeans,0.34999999999999998,4,all,building,10,95224.493191047368,3739372.3803450284,0.4183505838464493,0.025465367849313015,SF,#54A24B,solid,circle,False
45,38266c7b3de97021,F1 m=2 r=50%,F1,2,S2,kmeans,0.5,4,all,building,10,58491.651962090596,3739372.3803450284,0.55260319302705563,0.015642104078624451,SF,#54A24B,solid,circle,False
45,6edbb8097bc77054,F3 m=3 r=1%,F3,3,S2,kmeans,0.01,4,all,building,10,560055.66701780073,3739372.3803450284,0.16779767327368758,0.14977263830732068,MF+SF,#B279A2,dashed,square,False
45,cb391d3977990c10,F3 m=3 r=2%,F3,3,S2,kmeans,0.02,4,all,building,10,427093.26389563893,3739372.3803450284,0.17547596078757602,0.11421522663550064,MF+SF,#B279A2,dashed,square,False
45,41a0c11fb367a663,F3 m=3 r=5%,F3,3,S2,kmeans,0.050000000000000003,4,all,building,10,279831.68147221359,3739372.3803450284,0.1999830977657388,0.074833863282263907,MF+SF,#B279A2,dashed,square,False
45,8dc245111c8c0751,F3 m=3 r=10%,F3,3,S2,kmeans,0.10000000000000001,4,all,building,10,195709.48825300741,3739372.3803450284,0.24209203063112605,0.052337523077856579,MF+SF,#B279A2,dashed,square,False
45,bea9a221692984be,F3 m=3 r=20%,F3,3,S2,kmeans,0.20000000000000001,4,all,building,10,122909.82189687854,3739372.3803450284,0.32638368693608905,0.032869104597049455,MF+SF,#B279A2,dashed,square,False
45,b2822fa3c084ca0c,F3 m=3 r=35%,F3,3,S2,kmeans,0.34999999999999998,4,all,building,10,68676.339954360665,3739372.3803450284,0.45256525538489339,0.018365739746952926,MF+SF,#B279A2,dashed,square,False
45,7a575b5bdbd82d08,F3 m=3 r=50%,F3,3,S2,kmeans,0.5,4,all,building,10,37846.830825288205,3739372.3803450284,0.57892065226075817,0.010121171944313317,MF+SF,#B279A2,dashed,square,False
45,c1795dfd90543d9f,F1 m=3 r=1%,F1,3,S2,kmeans,0.01,4,all,building,10,465789.74861478934,3739372.3803450284,0.16779767327368758,0.12456361689546719,SF,#B279A2,solid,circle,False
45,0dfbc6fb684fecfc,F1 m=3 r=2%,F1,3,S2,kmeans,0.02,4,all,building,10,349595.33489019645,3739372.3803450284,0.17547596078757602,0.093490377349885551,SF,#B279A2,solid,circle,False
45,d8cd672cd8470116,F1 m=3 r=5%,F1,3,S2,kmeans,0.050000000000000003,4,all,building,10,240235.7104840379,3739372.3803450284,0.1999830977657388,0.064244928305822166,SF,#B279A2,solid,circle,False
45,c5565005198482df,F1 m=3 r=10%,F1,3,S2,kmeans,0.10000000000000001,4,all,building,10,173580.87624001558,3739372.3803450284,0.24209203063112605,0.046419788826701301,SF,#B279A2,solid,circle,False
45,9473b128e73baa7f,F1 m=3 r=20%,F1,3,S2,kmeans,0.20000000000000001,4,all,building,10,110007.94643860242,3739372.3803450284,0.32638368693608905,0.02941882627598915,SF,#B279A2,solid,circle,True
45,17e14e38b27d877e,F1 m=3 r=35%,F1,3,S2,kmeans,0.34999999999999998,4,all,building,10,61930.905774757302,3739372.3803450284,0.45256525538489339,0.016561845003797936,SF,#B279A2,solid,circle,False
45,5efbca017834c43c,F1 m=3 r=50%,F1,3,S2,kmeans,0.5,4,all,building,10,34042.214061661092,3739372.3803450284,0.57892065226075817,0.0091037239940570044,SF,#B279A2,solid,circle,False
60,6cd52c9bc8413fd0,F2 m=0 r=1%,F2,0,S2,kmeans,0.01,4,all,building,10,729880.72617804864,2535334.9359085471,0.011759737012504018,0.28788335451879576,MF,#4C78A8,solid,circle,False
60,c84bdea16f32f98f,F2 m=0 r=2%,F2,0,S2,kmeans,0.02,4,all,building,10,607279.95148402872,2535334.9359085471,0.020877703435246517,0.23952651891589527,MF,#4C78A8,solid,circle,False
60,92509a4487fb049e,F2 m=0 r=5%,F2,0,S2,kmeans,0.050000000000000003,4,all,building,10,467901.60893885919,2535334.9359085471,0.04997992859681482,0.18455218768607581,MF,#4C78A8,solid,circle,False
60,84910c2b0412848d,F2 m=0 r=10%,F2,0,S2,kmeans,0.10000000000000001,4,all,building,10,381294.92013084976,2535334.9359085471,0.099984286374462231,0.15039232676143882,MF,#4C78A8,solid,circle,False
60,031f112e5c4cf361,F2 m=0 r=20%,F2,0,S2,kmeans,0.20000000000000001,4,all,building,10,294533.11978834681,2535334.9359085471,0.20008062823660575,0.11617128593812388,MF,#4C78A8,solid,circle,False
60,3707057ec933dfea,F2 m=0 r=35%,F2,0,S2,kmeans,0.34999999999999998,4,all,building,10,218154.07376051633,2535334.9359085471,0.34992124076956094,0.086045465106305563,MF,#4C78A8,solid,circle,False
60,4acb6086578a45d2,F2 m=0 r=50%,F2,0,S2,kmeans,0.5,4,all,building,10,170509.24387948791,2535334.9359085471,0.49996827455965037,0.067253143347857217,MF,#4C78A8,solid,circle,False
60,910b849b9f88b2ce,F3 m=1 r=1%,F3,1,S2,kmeans,0.01,4,all,building,10,485573.86786663084,2535334.9359085471,0.063772382432898539,0.19152257202365397,MF+SF,#F58518,dashed,square,False
60,eb7cf93e607fec24,F3 m=1 r=2%,F3,1,S2,kmeans,0.02,4,all,building,10,372649.20589384745,2535334.9359085471,0.072410455886023017,0.14698223915741024,MF+SF,#F58518,dashed,square,False
60,2ee080f94d11e0eb,F3 m=1 r=5%,F3,1,S2,kmeans,0.050000000000000003,4,all,building,10,252928.06017871466,2535334.9359085471,0.099980984986456148,0.099761201802742047,MF+SF,#F58518,dashed,square,False
60,1409585c91dc73a1,F3 m=1 r=10%,F3,1,S2,kmeans,0.10000000000000001,4,all,building,10,183871.48233979649,2535334.9359085471,0.14735353446001684,0.072523546982128984,MF+SF,#F58518,dashed,square,False
60,b24801b3365fed68,F3 m=1 r=20%,F3,1,S2,kmeans,0.20000000000000001,4,all,building,10,120240.41083905748,2535334.9359085471,0.24218164780310017,0.04742584860724481,MF+SF,#F58518,dashed,square,False
60,785553f0c30b5763,F3 m=1 r=35%,F3,1,S2,kmeans,0.34999999999999998,4,all,building,10,71462.405295737655,2535334.9359085471,0.38413591230800509,0.028186573806718292,MF+SF,#F58518,dashed,square,False
60,188dc42bd4bc80fd,F3 m=1 r=50%,F3,1,S2,kmeans,0.5,4,all,building,10,42097.303154761721,2535334.9359085471,0.52628573379335308,0.016604237396222361,MF+SF,#F58518,dashed,square,False
60,ecd7558669a1757f,F1 m=1 r=1%,F1,1,S2,kmeans,0.01,4,all,building,10,449989.83738590049,2535334.9359085471,0.063772382432898539,0.17748733353238194,SF,#F58518,solid,circle,False
60,6574c7bb9c60262a,F1 m=1 r=2%,F1,1,S2,kmeans,0.02,4,all,building,10,347399.75036977988,2535334.9359085471,0.072410455886023017,0.13702321750451005,SF,#F58518,solid,circle,False
60,a1a13488340e570a,F1 m=1 r=5%,F1,1,S2,kmeans,0.050000000000000003,4,all,building,10,259105.98617536691,2535334.9359085471,0.099980984986456148,0.10219793152596435,SF,#F58518,solid,circle,False
60,a23e34b2f9a36a6e,F1 m=1 r=10%,F1,1,S2,kmeans,0.10000000000000001,4,all,building,10,201192.75809717967,2535334.9359085471,0.14735353446001684,0.079355494711029748,SF,#F58518,solid,circle,False
60,a1c635bdc08218d7,F1 m=1 r=20%,F1,1,S2,kmeans,0.20000000000000001,4,all,building,10,143896.79365522618,2535334.9359085471,0.24218164780310017,0.056756522231907872,SF,#F58518,solid,circle,False
60,048c516146700bb1,F1 m=1 r=35%,F1,1,S2,kmeans,0.34999999999999998,4,all,building,10,97225.062888588523,2535334.9359085471,0.38413591230800509,0.038348015290432441,SF,#F58518,solid,circle,False
60,4ba04a2546e1f79d,F1 m=1 r=50%,F1,1,S2,kmeans,0.5,4,all,building,10,64824.663212661071,2535334.9359085471,0.52628573379335308,0.025568481029679378,SF,#F58518,solid,circle,False
60,2ce57ccc3fc59a00,F3 m=2 r=1%,F3,2,S2,kmeans,0.01,4,all,building,10,491509.93563231459,2535334.9359085471,0.11578502785329306,0.19386390676472104,MF+SF,#54A24B,dashed,square,False
60,a9d08fba3f83d52e,F3 m=2 r=2%,F3,2,S2,kmeans,0.02,4,all,building,10,378163.7347441038,2535334.9359085471,0.1239432083367995,0.14915730832565022,MF+SF,#54A24B,dashed,square,False
60,e4f15065e9975e62,F3 m=2 r=5%,F3,2,S2,kmeans,0.050000000000000003,4,all,building,10,252786.02889195085,2535334.9359085471,0.14998204137609747,0.099705181083446864,MF+SF,#54A24B,dashed,square,False
60,c81cf943f00a3372,F3 m=2 r=10%,F3,2,S2,kmeans,0.10000000000000001,4,all,building,10,181522.94132320775,2535334.9359085471,0.19472278254557146,0.071597223211913932,MF+SF,#54A24B,dashed,square,False
60,a6760b0100b1ffc9,F3 m=2 r=20%,F3,2,S2,kmeans,0.20000000000000001,4,all,building,10,118892.31670979361,2535334.9359085471,0.28428266736959457,0.046894126304928653,MF+SF,#54A24B,dashed,square,False
60,0308f3ae65f79480,F3 m=2 r=35%,F3,2,S2,kmeans,0.34999999999999998,4,all,building,10,70273.14499334617,2535334.9359085471,0.4183505838464493,0.02771749956901198,MF+SF,#54A24B,dashed,square,False
60,c9d93e5f19d85b38,F3 m=2 r=50%,F3,2,S2,kmeans,0.5,4,all,building,10,41608.354635760574,2535334.9359085471,0.55260319302705563,0.016411383776735618,MF+SF,#54A24B,dashed,square,False
60,5d7141ec86d67657,F1 m=2 r=1%,F1,2,S2,kmeans,0.01,4,all,building,10,428735.20733626967,2535334.9359085471,0.11578502785329306,0.16910397173327743,SF,#54A24B,solid,circle,False
60,b2fef391172656c1,F1 m=2 r=2%,F1,2,S2,kmeans,0.02,4,all,building,10,332158.07533198083,2535334.9359085471,0.1239432083367995,0.13101151671424063,SF,#54A24B,solid,circle,False
60,96a6ae5dfa507555,F1 m=2 r=5%,F1,2,S2,kmeans,0.050000000000000003,4,all,building,10,238764.45180633778,2535334.9359085471,0.14998204137609747,0.094174717677203312,SF,#54A24B,solid,circle,False
60,7d1bf613519e8cb1,F1 m=2 r=10%,F1,2,S2,kmeans,0.10000000000000001,4,all,building,10,180249.15564222971,2535334.9359085471,0.19472278254557146,0.071094810034492237,SF,#54A24B,solid,circle,False
60,528e26e84cee2430,F1 m=2 r=20%,F1,2,S2,kmeans,0.20000000000000001,4,all,building,10,123649.17137288132,2535334.9359085471,0.28428266736959457,0.048770349677121128,SF,#54A24B,solid,circle,False
60,d8cc553777aeb66e,F1 m=2 r=35%,F1,2,S2,kmeans,0.34999999999999998,4,all,building,10,79078.337122895755,2535334.9359085471,0.4183505838464493,0.031190489273385778,SF,#54A24B,solid,circle,False
60,38266c7b3de97021,F1 m=2 r=50%,F1,2,S2,kmeans,0.5,4,all,building,10,50809.054424401016,2535334.9359085471,0.55260319302705563,0.020040371670338456,SF,#54A24B,solid,circle,False
60,6edbb8097bc77054,F3 m=3 r=1%,F3,3,S2,kmeans,0.01,4,all,building,10,436491.28220160137,2535334.9359085471,0.16779767327368758,0.17216316314640417,MF+SF,#B279A2,dashed,square,False
60,cb391d3977990c10,F3 m=3 r=2%,F3,3,S2,kmeans,0.02,4,all,building,10,332787.27856809925,2535334.9359085471,0.17547596078757602,0.13125969032917681,MF+SF,#B279A2,dashed,square,False
60,41a0c11fb367a663,F3 m=3 r=5%,F3,3,S2,kmeans,0.050000000000000003,4,all,building,10,218628.17822350975,2535334.9359085471,0.1999830977657388,0.086232463855969194,MF+SF,#B279A2,dashed,square,False
60,8dc245111c8c0751,F3 m=3 r=10%,F3,3,S2,kmeans,0.10000000000000001,4,all,building,10,153736.10806312424,2535334.9359085471,0.24209203063112605,0.060637395827164077,MF+SF,#B279A2,dashed,square,False
60,bea9a221692984be,F3 m=3 r=20%,F3,3,S2,kmeans,0.20000000000000001,4,all,building,10,96893.278858359903,2535334.9359085471,0.32638368693608905,0.038217151306534504,MF+SF,#B279A2,dashed,square,False
60,b2822fa3c084ca0c,F3 m=3 r=35%,F3,3,S2,kmeans,0.34999999999999998,4,all,building,10,54430.382700562834,2535334.9359085471,0.45256525538489339,0.021468714815408598,MF+SF,#B279A2,dashed,square,False
60,7a575b5bdbd82d08,F3 m=3 r=50%,F3,3,S2,kmeans,0.5,4,all,building,10,30384.103943464044,2535334.9359085471,0.57892065226075817,0.011984256404598386,MF+SF,#B279A2,dashed,square,False
60,c1795dfd90543d9f,F1 m=3 r=1%,F1,3,S2,kmeans,0.01,4,all,building,10,363180.26497102965,2535334.9359085471,0.16779767327368758,0.14324745019966467,SF,#B279A2,solid,circle,False
60,0dfbc6fb684fecfc,F1 m=3 r=2%,F1,3,S2,kmeans,0.02,4,all,building,10,272761.59063134092,2535334.9359085471,0.17547596078757602,0.10758404610300364,SF,#B279A2,solid,circle,False
60,d8cd672cd8470116,F1 m=3 r=5%,F1,3,S2,kmeans,0.050000000000000003,4,all,building,10,189792.50981868641,2535334.9359085471,0.1999830977657388,0.074858949455005055,SF,#B279A2,solid,circle,False
60,c5565005198482df,F1 m=3 r=10%,F1,3,S2,kmeans,0.10000000000000001,4,all,building,10,137385.61801207819,2535334.9359085471,0.24209203063112605,0.05418835044879209,SF,#B279A2,solid,circle,False
60,9473b128e73baa7f,F1 m=3 r=20%,F1,3,S2,kmeans,0.20000000000000001,4,all,building,10,87810.373052742245,2535334.9359085471,0.32638368693608905,0.034634624328747733,SF,#B279A2,solid,circle,True
60,17e14e38b27d877e,F1 m=3 r=35%,F1,3,S2,kmeans,0.34999999999999998,4,all,building,10,49920.431911384847,2535334.9359085471,0.45256525538489339,0.019689876554119138,SF,#B279A2,solid,circle,False
60,5efbca017834c43c,F1 m=3 r=50%,F1,3,S2,kmeans,0.5,4,all,building,10,28029.724530830947,2535334.9359085471,0.57892065226075817,0.011055629823830904,SF,#B279A2,solid,circle,False
