method,metric,latitude,orientation_bin,center_deg,error_band,band_label,count,bin_total,proportion,bottom,red,green,blue,alpha
F3 m=1 r=10%,surface_wape,15,23,345,4,≥20%,204,924,0.22077922077922077,0.55735930735930728,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,15,23,345,5,not lit,205,924,0.22186147186147187,0.77813852813852802,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,0,0,0,0–5%,62,290,0.21379310344827587,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,0,0,1,5–10%,41,290,0.14137931034482759,0.21379310344827587,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,0,0,2,10–15%,16,290,0.055172413793103448,0.35517241379310349,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,0,0,3,15–20%,13,290,0.044827586206896551,0.41034482758620694,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,0,0,4,≥20%,99,290,0.3413793103448276,0.45517241379310347,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,0,0,5,not lit,59,290,0.20344827586206896,0.79655172413793107,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,1,15,0,0–5%,152,637,0.23861852433281006,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,1,15,1,5–10%,89,637,0.13971742543171115,0.23861852433281006,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,1,15,2,10–15%,55,637,0.086342229199372053,0.37833594976452123,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,1,15,3,15–20%,37,637,0.058084772370486655,0.4646781789638933,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,1,15,4,≥20%,213,637,0.33437990580847726,0.52276295133438,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,1,15,5,not lit,91,637,0.14285714285714285,0.85714285714285721,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,2,30,0,0–5%,420,1703,0.24662360540223136,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,2,30,1,5–10%,263,1703,0.15443335290663535,0.24662360540223136,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,2,30,2,10–15%,166,1703,0.097475044039929543,0.40105695830886667,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,2,30,3,15–20%,109,1703,0.064004697592483853,0.49853200234879624,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,2,30,4,≥20%,411,1703,0.24133881385789782,0.56253669994128008,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,2,30,5,not lit,334,1703,0.19612448620082207,0.80387551379917788,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,3,45,0,0–5%,36,187,0.19251336898395721,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,3,45,1,5–10%,31,187,0.16577540106951871,0.19251336898395721,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,3,45,2,10–15%,19,187,0.10160427807486631,0.35828877005347592,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,3,45,3,15–20%,15,187,0.080213903743315509,0.45989304812834225,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,3,45,4,≥20%,58,187,0.31016042780748665,0.5401069518716578,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,3,45,5,not lit,28,187,0.1497326203208556,0.85026737967914445,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,4,60,0,0–5%,86,412,0.20873786407766989,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,4,60,1,5–10%,56,412,0.13592233009708737,0.20873786407766989,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,4,60,2,10–15%,40,412,0.097087378640776698,0.34466019417475724,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,4,60,3,15–20%,25,412,0.060679611650485438,0.44174757281553395,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,4,60,4,≥20%,149,412,0.36165048543689321,0.50242718446601942,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,4,60,5,not lit,56,412,0.13592233009708737,0.86407766990291268,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,5,75,0,0–5%,132,826,0.15980629539951574,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,5,75,1,5–10%,106,826,0.12832929782082325,0.15980629539951574,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,5,75,2,10–15%,78,826,0.094430992736077482,0.28813559322033899,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,5,75,3,15–20%,58,826,0.070217917675544791,0.38256658595641646,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,5,75,4,≥20%,368,826,0.44552058111380144,0.45278450363196127,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,5,75,5,not lit,84,826,0.10169491525423729,0.89830508474576276,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,6,90,0,0–5%,26,286,0.090909090909090912,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,6,90,1,5–10%,40,286,0.13986013986013987,0.090909090909090912,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,6,90,2,10–15%,33,286,0.11538461538461539,0.23076923076923078,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,6,90,3,15–20%,28,286,0.097902097902097904,0.34615384615384615,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,6,90,4,≥20%,123,286,0.43006993006993005,0.44405594405594406,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,6,90,5,not lit,36,286,0.12587412587412589,0.87412587412587417,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,7,105,0,0–5%,102,611,0.16693944353518822,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,7,105,1,5–10%,68,611,0.11129296235679215,0.16693944353518822,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,7,105,2,10–15%,53,611,0.086743044189852694,0.27823240589198039,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,7,105,3,15–20%,51,611,0.08346972176759411,0.36497545008183307,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,7,105,4,≥20%,215,611,0.35188216039279868,0.44844517184942717,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,7,105,5,not lit,122,611,0.19967266775777415,0.80032733224222585,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,8,120,0,0–5%,244,1778,0.13723284589426321,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,8,120,1,5–10%,194,1778,0.10911136107986502,0.13723284589426321,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,8,120,2,10–15%,163,1778,0.091676040494938132,0.24634420697412823,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,8,120,3,15–20%,136,1778,0.076490438695163102,0.33802024746906634,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,8,120,4,≥20%,541,1778,0.30427446569178851,0.41451068616422942,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,8,120,5,not lit,500,1778,0.28121484814398201,0.71878515185601799,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,9,135,0,0–5%,27,188,0.14361702127659576,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,9,135,1,5–10%,22,188,0.11702127659574468,0.14361702127659576,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,9,135,2,10–15%,19,188,0.10106382978723404,0.26063829787234044,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,9,135,3,15–20%,20,188,0.10638297872340426,0.36170212765957449,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,9,135,4,≥20%,63,188,0.33510638297872342,0.46808510638297873,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,9,135,5,not lit,37,188,0.19680851063829788,0.80319148936170215,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,10,150,0,0–5%,48,456,0.10526315789473684,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,10,150,1,5–10%,26,456,0.05701754385964912,0.10526315789473684,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,10,150,2,10–15%,32,456,0.070175438596491224,0.16228070175438597,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,10,150,3,15–20%,32,456,0.070175438596491224,0.23245614035087719,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,10,150,4,≥20%,221,456,0.48464912280701755,0.30263157894736842,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,10,150,5,not lit,97,456,0.21271929824561403,0.78728070175438591,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,11,165,0,0–5%,111,907,0.12238147739801543,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,11,165,1,5–10%,63,907,0.069459757442116868,0.12238147739801543,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,11,165,2,10–15%,61,907,0.067254685777287757,0.1918412348401323,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,11,165,3,15–20%,50,907,0.055126791620727672,0.25909592061742004,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,11,165,4,≥20%,422,907,0.46527012127894157,0.31422271223814768,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,11,165,5,not lit,200,907,0.22050716648291069,0.7794928335170892,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,12,180,0,0–5%,17,276,0.061594202898550728,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,12,180,1,5–10%,23,276,0.083333333333333329,0.061594202898550728,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,12,180,2,10–15%,22,276,0.079710144927536225,0.14492753623188406,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,12,180,3,15–20%,12,276,0.043478260869565216,0.22463768115942029,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,12,180,4,≥20%,152,276,0.55072463768115942,0.26811594202898548,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,12,180,5,not lit,50,276,0.18115942028985507,0.8188405797101449,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,13,195,0,0–5%,82,610,0.13442622950819672,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,13,195,1,5–10%,59,610,0.096721311475409841,0.13442622950819672,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,13,195,2,10–15%,54,610,0.088524590163934422,0.23114754098360657,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,13,195,3,15–20%,44,610,0.072131147540983612,0.31967213114754101,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,13,195,4,≥20%,270,610,0.44262295081967212,0.3918032786885246,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,13,195,5,not lit,101,610,0.16557377049180327,0.83442622950819678,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,14,210,0,0–5%,245,1679,0.14592019058963668,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,14,210,1,5–10%,237,1679,0.14115544967242405,0.14592019058963668,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,14,210,2,10–15%,196,1679,0.11673615247170935,0.28707564026206073,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,14,210,3,15–20%,156,1679,0.092912447885646218,0.4038117927337701,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,14,210,4,≥20%,565,1679,0.33650982727814177,0.49672424061941634,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,14,210,5,not lit,280,1679,0.16676593210244192,0.83323406789755805,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,15,225,0,0–5%,37,197,0.18781725888324874,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,15,225,1,5–10%,27,197,0.13705583756345177,0.18781725888324874,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,15,225,2,10–15%,22,197,0.1116751269035533,0.32487309644670048,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,15,225,3,15–20%,22,197,0.1116751269035533,0.43654822335025378,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,15,225,4,≥20%,71,197,0.3604060913705584,0.54822335025380708,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,15,225,5,not lit,18,197,0.091370558375634514,0.90862944162436543,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,16,240,0,0–5%,62,407,0.15233415233415235,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,16,240,1,5–10%,46,407,0.11302211302211303,0.15233415233415235,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,16,240,2,10–15%,36,407,0.088452088452088448,0.26535626535626539,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,16,240,3,15–20%,34,407,0.083538083538083535,0.35380835380835385,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,16,240,4,≥20%,185,407,0.45454545454545453,0.43734643734643741,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,16,240,5,not lit,44,407,0.10810810810810811,0.89189189189189189,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,17,255,0,0–5%,125,815,0.15337423312883436,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,17,255,1,5–10%,97,815,0.11901840490797547,0.15337423312883436,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,17,255,2,10–15%,80,815,0.09815950920245399,0.2723926380368098,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,17,255,3,15–20%,62,815,0.076073619631901845,0.37055214723926377,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,17,255,4,≥20%,362,815,0.44417177914110428,0.44662576687116562,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,17,255,5,not lit,89,815,0.10920245398773006,0.8907975460122699,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,18,270,0,0–5%,28,265,0.10566037735849057,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,18,270,1,5–10%,29,265,0.10943396226415095,0.10566037735849057,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,18,270,2,10–15%,19,265,0.071698113207547168,0.21509433962264152,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,18,270,3,15–20%,22,265,0.083018867924528297,0.28679245283018867,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,18,270,4,≥20%,136,265,0.51320754716981132,0.36981132075471695,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,18,270,5,not lit,31,265,0.1169811320754717,0.88301886792452833,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,19,285,0,0–5%,114,609,0.18719211822660098,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,19,285,1,5–10%,71,609,0.11658456486042693,0.18719211822660098,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,19,285,2,10–15%,53,609,0.087027914614121515,0.30377668308702788,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,19,285,3,15–20%,48,609,0.078817733990147784,0.39080459770114939,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,19,285,4,≥20%,219,609,0.35960591133004927,0.46962233169129719,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,19,285,5,not lit,104,609,0.17077175697865354,0.82922824302134646,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,20,300,0,0–5%,293,1781,0.16451431779898934,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,20,300,1,5–10%,250,1781,0.14037057832678271,0.16451431779898934,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,20,300,2,10–15%,145,1781,0.081414935429533972,0.30488489612577208,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,20,300,3,15–20%,92,1781,0.051656372824256037,0.38629983155530606,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,20,300,4,≥20%,516,1781,0.28972487366647953,0.43795620437956212,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,20,300,5,not lit,485,1781,0.27231892195395846,0.72768107804604165,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,21,315,0,0–5%,35,190,0.18421052631578946,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,21,315,1,5–10%,22,190,0.11578947368421053,0.18421052631578946,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,21,315,2,10–15%,22,190,0.11578947368421053,0.29999999999999999,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,21,315,3,15–20%,16,190,0.084210526315789472,0.41578947368421049,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,21,315,4,≥20%,69,190,0.36315789473684212,0.49999999999999994,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,21,315,5,not lit,26,190,0.1368421052631579,0.86315789473684212,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,22,330,0,0–5%,50,442,0.11312217194570136,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,22,330,1,5–10%,54,442,0.12217194570135746,0.11312217194570136,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,22,330,2,10–15%,36,442,0.081447963800904979,0.23529411764705882,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,22,330,3,15–20%,25,442,0.056561085972850679,0.31674208144796379,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,22,330,4,≥20%,177,442,0.40045248868778283,0.37330316742081449,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,22,330,5,not lit,100,442,0.22624434389140272,0.77375565610859731,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,30,23,345,0,0–5%,151,924,0.16341991341991341,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,30,23,345,1,5–10%,101,924,0.10930735930735931,0.16341991341991341,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,30,23,345,2,10–15%,79,924,0.085497835497835503,0.27272727272727271,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,30,23,345,3,15–20%,52,924,0.05627705627705628,0.35822510822510822,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,30,23,345,4,≥20%,315,924,0.34090909090909088,0.41450216450216448,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,30,23,345,5,not lit,226,924,0.24458874458874458,0.75541125541125531,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,45,0,0,0,0–5%,42,290,0.14482758620689656,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,45,0,0,1,5–10%,26,290,0.089655172413793102,0.14482758620689656,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,45,0,0,2,10–15%,22,290,0.07586206896551724,0.23448275862068968,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,45,0,0,3,15–20%,15,290,0.051724137931034482,0.31034482758620691,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,45,0,0,4,≥20%,105,290,0.36206896551724138,0.36206896551724138,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,45,0,0,5,not lit,80,290,0.27586206896551724,0.72413793103448276,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,45,1,15,0,0–5%,113,637,0.17739403453689168,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,45,1,15,1,5–10%,67,637,0.10518053375196232,0.17739403453689168,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,45,1,15,2,10–15%,53,637,0.083202511773940349,0.28257456828885397,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,45,1,15,3,15–20%,37,637,0.058084772370486655,0.3657770800627943,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,45,1,15,4,≥20%,241,637,0.37833594976452117,0.42386185243328095,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,45,1,15,5,not lit,126,637,0.19780219780219779,0.80219780219780212,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,45,2,30,0,0–5%,328,1703,0.19260129183793306,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,45,2,30,1,5–10%,265,1703,0.15560775102759836,0.19260129183793306,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,45,2,30,2,10–15%,167,1703,0.098062243100411034,0.34820904286553145,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,45,2,30,3,15–20%,125,1703,0.07339988256018791,0.44627128596594245,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,45,2,30,4,≥20%,452,1703,0.26541397533763944,0.51967116852613038,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,45,2,30,5,not lit,366,1703,0.21491485613623018,0.78508514386376982,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,45,3,45,0,0–5%,33,187,0.17647058823529413,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,45,3,45,1,5–10%,28,187,0.1497326203208556,0.17647058823529413,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F3 m=1 r=10%,surface_wape,45,3,45,2,10–15%,19,187,0.10160427807486631,0.3262032085561497,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F3 m=1 r=10%,surface_wape,45,3,45,3,15–20%,17,187,0.090909090909090912,0.42780748663101603,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F3 m=1 r=10%,surface_wape,45,3,45,4,≥20%,60,187,0.32085561497326204,0.51871657754010692,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F3 m=1 r=10%,surface_wape,45,3,45,5,not lit,30,187,0.16042780748663102,0.83957219251336901,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F3 m=1 r=10%,surface_wape,45,4,60,0,0–5%,75,412,0.18203883495145631,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F3 m=1 r=10%,surface_wape,45,4,60,1,5–10%,64,412,0.1553398058252427,0.18203883495145631,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
