method,metric,latitude,orientation_bin,center_deg,error_band,band_label,count,bin_total,proportion,bottom,red,green,blue,alpha
F1 m=3 r=35%,surface_sensor_wmape,0,22,330,3,15–20%,4,442,0.0090497737556561094,0.67647058823529405,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,0,22,330,4,≥20%,47,442,0.10633484162895927,0.68552036199095012,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,0,22,330,5,not lit,92,442,0.20814479638009051,0.79185520361990935,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,0,0–5%,550,924,0.59523809523809523,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,1,5–10%,64,924,0.069264069264069264,0.59523809523809523,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,2,10–15%,23,924,0.024891774891774892,0.66450216450216448,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,3,15–20%,13,924,0.01406926406926407,0.68939393939393934,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,4,≥20%,72,924,0.07792207792207792,0.70346320346320346,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,0,23,345,5,not lit,202,924,0.21861471861471862,0.7813852813852814,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,0,0–5%,152,290,0.52413793103448281,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,1,5–10%,33,290,0.11379310344827587,0.52413793103448281,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,2,10–15%,13,290,0.044827586206896551,0.63793103448275867,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,3,15–20%,13,290,0.044827586206896551,0.6827586206896552,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,4,≥20%,32,290,0.1103448275862069,0.72758620689655173,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,0,0,5,not lit,47,290,0.16206896551724137,0.83793103448275863,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,0,0–5%,395,637,0.62009419152276291,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,1,5–10%,60,637,0.094191522762951341,0.62009419152276291,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,2,10–15%,19,637,0.029827315541601257,0.71428571428571419,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,3,15–20%,17,637,0.026687598116169546,0.74411302982731542,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,4,≥20%,62,637,0.097331240188383045,0.77080062794348492,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,1,15,5,not lit,84,637,0.13186813186813187,0.86813186813186793,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,0,0–5%,863,1703,0.50675278919553723,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,1,5–10%,256,1703,0.15032295948326482,0.50675278919553723,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,2,10–15%,116,1703,0.068115091015854376,0.65707574867880203,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,3,15–20%,59,1703,0.034644744568408693,0.72519083969465636,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,4,≥20%,118,1703,0.069289489136817387,0.75983558426306508,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,2,30,5,not lit,291,1703,0.17087492660011744,0.82912507339988251,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,0,0–5%,106,187,0.5668449197860963,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,1,5–10%,24,187,0.12834224598930483,0.5668449197860963,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,2,10–15%,10,187,0.053475935828877004,0.69518716577540118,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,3,15–20%,5,187,0.026737967914438502,0.74866310160427818,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,4,≥20%,20,187,0.10695187165775401,0.77540106951871668,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,3,45,5,not lit,22,187,0.11764705882352941,0.88235294117647067,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,0,0–5%,266,412,0.64563106796116509,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,1,5–10%,25,412,0.060679611650485438,0.64563106796116509,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,2,10–15%,18,412,0.043689320388349516,0.7063106796116505,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,3,15–20%,7,412,0.016990291262135922,0.75,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,4,≥20%,44,412,0.10679611650485436,0.76699029126213591,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,4,60,5,not lit,52,412,0.12621359223300971,0.87378640776699024,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,0,0–5%,557,826,0.67433414043583539,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,1,5–10%,58,826,0.070217917675544791,0.67433414043583539,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,2,10–15%,25,826,0.03026634382566586,0.74455205811138014,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,3,15–20%,24,826,0.029055690072639227,0.77481840193704599,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,4,≥20%,78,826,0.094430992736077482,0.80387409200968518,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,5,75,5,not lit,84,826,0.10169491525423729,0.89830508474576265,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,0,0–5%,149,286,0.52097902097902093,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,1,5–10%,32,286,0.11188811188811189,0.52097902097902093,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,2,10–15%,18,286,0.062937062937062943,0.63286713286713281,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,3,15–20%,11,286,0.038461538461538464,0.69580419580419572,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,4,≥20%,39,286,0.13636363636363635,0.73426573426573416,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,6,90,5,not lit,37,286,0.12937062937062938,0.87062937062937051,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,0,0–5%,337,611,0.55155482815057288,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,1,5–10%,57,611,0.093289689034369891,0.55155482815057288,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,2,10–15%,20,611,0.032733224222585927,0.64484451718494273,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,3,15–20%,19,611,0.031096563011456628,0.67757774140752869,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,4,≥20%,54,611,0.088379705400982,0.70867430441898527,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,7,105,5,not lit,124,611,0.20294599018003273,0.79705400981996721,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,0,0–5%,878,1778,0.49381327334083241,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,1,5–10%,177,1778,0.099550056242969628,0.49381327334083241,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,2,10–15%,68,1778,0.038245219347581551,0.593363329583802,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,3,15–20%,27,1778,0.015185601799775027,0.63160854893138352,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,4,≥20%,128,1778,0.0719910011248594,0.64679415073115853,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,8,120,5,not lit,500,1778,0.28121484814398201,0.71878515185601799,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,0,0–5%,121,188,0.6436170212765957,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,1,5–10%,11,188,0.058510638297872342,0.6436170212765957,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,2,10–15%,4,188,0.021276595744680851,0.7021276595744681,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,3,15–20%,4,188,0.021276595744680851,0.72340425531914898,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,4,≥20%,11,188,0.058510638297872342,0.74468085106382986,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,9,135,5,not lit,37,188,0.19680851063829788,0.80319148936170226,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,0,0–5%,292,456,0.64035087719298245,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,1,5–10%,26,456,0.05701754385964912,0.64035087719298245,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,2,10–15%,11,456,0.024122807017543858,0.69736842105263153,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,3,15–20%,8,456,0.017543859649122806,0.72149122807017541,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,4,≥20%,28,456,0.061403508771929821,0.73903508771929816,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,10,150,5,not lit,91,456,0.19956140350877194,0.80043859649122795,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,0,0–5%,549,907,0.60529217199558982,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,1,5–10%,57,907,0.062844542447629548,0.60529217199558982,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,2,10–15%,19,907,0.020948180815876516,0.66813671444321932,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,3,15–20%,14,907,0.015435501653803748,0.68908489525909578,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,4,≥20%,68,907,0.074972436604189632,0.70452039691289947,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,11,165,5,not lit,200,907,0.22050716648291069,0.77949283351708909,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,0,0–5%,134,276,0.48550724637681159,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,1,5–10%,26,276,0.09420289855072464,0.48550724637681159,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,2,10–15%,16,276,0.057971014492753624,0.57971014492753625,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,3,15–20%,10,276,0.036231884057971016,0.63768115942028991,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,4,≥20%,40,276,0.14492753623188406,0.67391304347826098,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,12,180,5,not lit,50,276,0.18115942028985507,0.81884057971014501,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,0,0–5%,395,610,0.64754098360655743,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,1,5–10%,38,610,0.062295081967213117,0.64754098360655743,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,2,10–15%,16,610,0.026229508196721311,0.70983606557377055,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,3,15–20%,14,610,0.022950819672131147,0.73606557377049187,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,4,≥20%,46,610,0.075409836065573776,0.75901639344262306,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,13,195,5,not lit,101,610,0.16557377049180327,0.83442622950819678,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,0,0–5%,1053,1679,0.62715902322811201,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,1,5–10%,180,1679,0.1072066706372841,0.62715902322811201,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,2,10–15%,59,1679,0.035139964264443123,0.73436569386539607,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,3,15–20%,28,1679,0.016676593210244194,0.76950565812983918,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,4,≥20%,86,1679,0.051220964860035738,0.78618225134008335,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,14,210,5,not lit,273,1679,0.16259678379988088,0.83740321620011904,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,0,0–5%,129,197,0.65482233502538068,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,1,5–10%,25,197,0.12690355329949238,0.65482233502538068,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,2,10–15%,12,197,0.060913705583756347,0.781725888324873,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,3,15–20%,2,197,0.01015228426395939,0.8426395939086293,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,4,≥20%,11,197,0.055837563451776651,0.85279187817258872,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,15,225,5,not lit,18,197,0.091370558375634514,0.90862944162436543,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,0,0–5%,264,407,0.64864864864864868,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,1,5–10%,36,407,0.088452088452088448,0.64864864864864868,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,2,10–15%,21,407,0.051597051597051594,0.73710073710073709,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,3,15–20%,10,407,0.024570024570024569,0.78869778869778873,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,4,≥20%,32,407,0.078624078624078622,0.81326781326781328,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,16,240,5,not lit,44,407,0.10810810810810811,0.89189189189189189,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,0,0–5%,570,815,0.69938650306748462,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,1,5–10%,61,815,0.074846625766871164,0.69938650306748462,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,2,10–15%,24,815,0.029447852760736196,0.7742331288343558,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,3,15–20%,14,815,0.017177914110429449,0.80368098159509205,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,4,≥20%,61,815,0.074846625766871164,0.82085889570552151,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,17,255,5,not lit,85,815,0.10429447852760736,0.89570552147239269,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,0,0–5%,131,265,0.49433962264150944,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,1,5–10%,34,265,0.12830188679245283,0.49433962264150944,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,2,10–15%,17,265,0.064150943396226415,0.62264150943396224,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,3,15–20%,9,265,0.033962264150943396,0.68679245283018864,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,4,≥20%,41,265,0.15471698113207547,0.72075471698113203,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,18,270,5,not lit,33,265,0.12452830188679245,0.87547169811320746,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,0,0–5%,372,609,0.61083743842364535,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,1,5–10%,46,609,0.075533661740558297,0.61083743842364535,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,2,10–15%,23,609,0.037766830870279149,0.68637110016420366,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,3,15–20%,12,609,0.019704433497536946,0.72413793103448276,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,4,≥20%,59,609,0.09688013136288999,0.74384236453201968,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,19,285,5,not lit,97,609,0.15927750410509031,0.84072249589490966,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,0,0–5%,835,1781,0.46883773161145426,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,1,5–10%,229,1781,0.12857944974733296,0.46883773161145426,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,2,10–15%,81,1781,0.045480067377877596,0.59741718135878719,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,3,15–20%,44,1781,0.024705221785513758,0.64289724873666476,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,4,≥20%,129,1781,0.072431218416619883,0.66760247052217847,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,20,300,5,not lit,463,1781,0.25996631106120155,0.7400336889387984,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,0,0–5%,99,190,0.52105263157894732,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,1,5–10%,38,190,0.20000000000000001,0.52105263157894732,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,2,10–15%,8,190,0.042105263157894736,0.72105263157894739,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,3,15–20%,6,190,0.031578947368421054,0.76315789473684215,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,4,≥20%,15,190,0.078947368421052627,0.79473684210526319,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,21,315,5,not lit,24,190,0.12631578947368421,0.87368421052631584,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,0,0–5%,204,442,0.46153846153846156,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,1,5–10%,51,442,0.11538461538461539,0.46153846153846156,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,2,10–15%,22,442,0.049773755656108594,0.57692307692307698,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,3,15–20%,15,442,0.033936651583710405,0.62669683257918563,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,4,≥20%,55,442,0.1244343891402715,0.66063348416289602,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,22,330,5,not lit,95,442,0.21493212669683259,0.78506787330316752,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,0,0–5%,499,924,0.54004329004328999,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,1,5–10%,92,924,0.099567099567099568,0.54004329004328999,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,2,10–15%,40,924,0.043290043290043288,0.63961038961038952,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,3,15–20%,18,924,0.01948051948051948,0.68290043290043279,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,4,≥20%,70,924,0.07575757575757576,0.70238095238095222,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,15,23,345,5,not lit,205,924,0.22186147186147187,0.77813852813852802,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,0,0–5%,100,290,0.34482758620689657,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,1,5–10%,29,290,0.10000000000000001,0.34482758620689657,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,2,10–15%,19,290,0.065517241379310351,0.44482758620689655,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,3,15–20%,15,290,0.051724137931034482,0.51034482758620692,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,4,≥20%,68,290,0.23448275862068965,0.56206896551724139,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=35%,surface_sensor_wmape,30,0,0,5,not lit,59,290,0.20344827586206896,0.79655172413793107,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=35%,surface_sensor_wmape,30,1,15,0,0–5%,281,637,0.44113029827315542,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=35%,surface_sensor_wmape,30,1,15,1,5–10%,84,637,0.13186813186813187,0.44113029827315542,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=35%,surface_sensor_wmape,30,1,15,2,10–15%,43,637,0.067503924646781788,0.57299843014128726,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
