latitude,id,family,m,ratio,cost,error,numerator,denominator,color,selected
45,785553f0c30b5763,MF+SF,1,0.35,0.3841359123080051,0.029228082115330036,109294.68299252163,3739372.3803450284,#F58518,false
45,188dc42bd4bc80fd,MF+SF,1,0.5,0.5262857337933531,0.017451385155103274,65257.22764775642,3739372.3803450284,#F58518,false
45,ecd7558669a1757f,SF,1,0.01,0.06377238243289854,0.17399896300469425,650646.9164684301,3739372.3803450284,#F58518,false
45,6574c7bb9c60262a,SF,1,0.02,0.07241045588602302,0.13961191215264165,522060.92827074457,3739372.3803450284,#F58518,false
45,a1a13488340e570a,SF,1,0.05,0.09998098498645615,0.10656209238972011,398475.34507389454,3739372.3803450284,#F58518,false
45,a23e34b2f9a36a6e,SF,1,0.1,0.14735353446001684,0.08552584094271887,319812.9674269849,3739372.3803450284,#F58518,false
45,a1c635bdc08218d7,SF,1,0.2,0.24218164780310017,0.06351494471849632,237506.03001948647,3739372.3803450284,#F58518,false
45,048c516146700bb1,SF,1,0.35,0.3841359123080051,0.0441141155597617,164959.10530752176,3739372.3803450284,#F58518,false
45,4ba04a2546e1f79d,SF,1,0.5,0.5262857337933531,0.033145708908129776,123944.14841801664,3739372.3803450284,#F58518,false
45,2ce57ccc3fc59a00,MF+SF,2,0.01,0.11578502785329306,0.16923517251577885,632833.3298884295,3739372.3803450284,#54A24B,false
45,a9d08fba3f83d52e,MF+SF,2,0.02,0.1239432083367995,0.13103779420827388,489999.10844375513,3739372.3803450284,#54A24B,false
45,e4f15065e9975e62,MF+SF,2,0.05,0.14998204137609747,0.08732743045163385,326549.781477341,3739372.3803450284,#54A24B,false
45,c81cf943f00a3372,MF+SF,2,0.1,0.19472278254557146,0.06272703716492646,234559.75027540213,3739372.3803450284,#54A24B,false
45,a6760b0100b1ffc9,MF+SF,2,0.2,0.28428266736959457,0.040966743263310006,153189.90827150719,3739372.3803450284,#54A24B,false
45,0308f3ae65f79480,MF+SF,2,0.35,0.4183505838464493,0.024075538853055224,90027.40502903833,3739372.3803450284,#54A24B,false
45,c9d93e5f19d85b38,MF+SF,2,0.5,0.5526031930270556,0.01394884553340682,52159.92772532058,3739372.3803450284,#54A24B,false
45,5d7141ec86d67657,SF,2,0.01,0.11578502785329306,0.14696494429933005,549556.6535918603,3739372.3803450284,#54A24B,false
45,b2fef391172656c1,SF,2,0.02,0.1239432083367995,0.11372267187197911,425251.4182171191,3739372.3803450284,#54A24B,false
45,96a6ae5dfa507555,SF,2,0.05,0.14998204137609747,0.08063296481936076,301516.68159085,3739372.3803450284,#54A24B,false
45,7d1bf613519e8cb1,SF,2,0.1,0.19472278254557146,0.06060033127856613,226607.2050228291,3739372.3803450284,#54A24B,false
45,528e26e84cee2430,SF,2,0.2,0.28428266736959457,0.04122722234935686,154163.9365715283,3739372.3803450284,#54A24B,false
45,d8cc553777aeb66e,SF,2,0.35,0.4183505838464493,0.025465367849313015,95224.49319104737,3739372.3803450284,#54A24B,false
45,38266c7b3de97021,SF,2,0.5,0.5526031930270556,0.01564210407862445,58491.6519620906,3739372.3803450284,#54A24B,false
45,6edbb8097bc77054,MF+SF,3,0.01,0.16779767327368758,0.14977263830732068,560055.6670178007,3739372.3803450284,#B279A2,false
45,cb391d3977990c10,MF+SF,3,0.02,0.17547596078757602,0.11421522663550064,427093.2638956389,3739372.3803450284,#B279A2,false
45,41a0c11fb367a663,MF+SF,3,0.05,0.1999830977657388,0.07483386328226391,279831.6814722136,3739372.3803450284,#B279A2,false
45,8dc245111c8c0751,MF+SF,3,0.1,0.24209203063112605,0.05233752307785658,195709.4882530074,3739372.3803450284,#B279A2,false
45,bea9a221692984be,MF+SF,3,0.2,0.32638368693608905,0.032869104597049455,122909.82189687854,3739372.3803450284,#B279A2,false
45,b2822fa3c084ca0c,MF+SF,3,0.35,0.4525652553848934,0.018365739746952926,68676.33995436066,3739372.3803450284,#B279A2,false
45,7a575b5bdbd82d08,MF+SF,3,0.5,0.5789206522607582,0.010121171944313317,37846.830825288205,3739372.3803450284,#B279A2,false
45,c1795dfd90543d9f,SF,3,0.01,0.16779767327368758,0.12456361689546719,465789.74861478934,3739372.3803450284,#B279A2,false
45,0dfbc6fb684fecfc,SF,3,0.02,0.17547596078757602,0.09349037734988555,349595.33489019645,3739372.3803450284,#B279A2,false
45,d8cd672cd8470116,SF,3,0.05,0.1999830977657388,0.06424492830582217,240235.7104840379,3739372.3803450284,#B279A2,false
45,c5565005198482df,SF,3,0.1,0.24209203063112605,0.0464197888267013,173580.87624001558,3739372.3803450284,#B279A2,false
45,9473b128e73baa7f,SF,3,0.2,0.32638368693608905,0.02941882627598915,110007.94643860242,3739372.3803450284,#B279A2,true
45,17e14e38b27d877e,SF,3,0.35,0.4525652553848934,0.016561845003797936,61930.9057747573,3739372.3803450284,#B279A2,false
45,5efbca017834c43c,SF,3,0.5,0.5789206522607582,0.009103723994057004,34042.21406166109,3739372.3803450284,#B279A2,false
60,6cd52c9bc8413fd0,MF,0,0.01,0.011759737012504018,0.28788335451879576,729880.7261780486,2535334.935908547,#4C78A8,false
60,c84bdea16f32f98f,MF,0,0.02,0.020877703435246517,0.23952651891589527,607279.9514840287,2535334.935908547,#4C78A8,false
60,92509a4487fb049e,MF,0,0.05,0.04997992859681482,0.1845521876860758,467901.6089388592,2535334.935908547,#4C78A8,false
60,84910c2b0412848d,MF,0,0.1,0.09998428637446223,0.15039232676143882,381294.92013084976,2535334.935908547,#4C78A8,false
60,031f112e5c4cf361,MF,0,0.2,0.20008062823660575,0.11617128593812388,294533.1197883468,2535334.935908547,#4C78A8,false
60,3707057ec933dfea,MF,0,0.35,0.34992124076956094,0.08604546510630556,218154.07376051633,2535334.935908547,#4C78A8,false
60,4acb6086578a45d2,MF,0,0.5,0.49996827455965037,0.06725314334785722,170509.2438794879,2535334.935908547,#4C78A8,false
60,910b849b9f88b2ce,MF+SF,1,0.01,0.06377238243289854,0.19152257202365397,485573.86786663084,2535334.935908547,#F58518,false
60,eb7cf93e607fec24,MF+SF,1,0.02,0.07241045588602302,0.14698223915741024,372649.20589384745,2535334.935908547,#F58518,false
60,2ee080f94d11e0eb,MF+SF,1,0.05,0.09998098498645615,0.09976120180274205,252928.06017871466,2535334.935908547,#F58518,false
60,1409585c91dc73a1,MF+SF,1,0.1,0.14735353446001684,0.07252354698212898,183871.4823397965,2535334.935908547,#F58518,false
60,b24801b3365fed68,MF+SF,1,0.2,0.24218164780310017,0.04742584860724481,120240.41083905748,2535334.935908547,#F58518,false
60,785553f0c30b5763,MF+SF,1,0.35,0.3841359123080051,0.028186573806718292,71462.40529573766,2535334.935908547,#F58518,false
